	0	1
204	0.8333333253860473	[32, 3, 'softmax', 'sigmoid', 'softmax', 'sigmoid']
253	0.8333333253860473	[32, 3, 'softmax', 'softmax', 'softmax', 'softplus']
1772	0.8333333253860473	[128, 3, 'softmax', 'tanh', 'softmax', 'sigmoid']
865	0.8333333253860473	[64, 3, 'softplus', 'tanh', 'sigmoid', 'softplus']
979	0.8333333253860473	[64, 3, 'softmax', 'softplus', 'sigmoid', 'softmax']
957	0.8333333253860473	[64, 3, 'tanh', 'softmax', 'softmax', 'softplus']
1789	0.8333333253860473	[128, 3, 'softmax', 'softmax', 'softmax', 'softplus']
1741	0.8333333253860473	[128, 3, 'softmax', 'sigmoid', 'softmax', 'softplus']
867	0.8333333253860473	[64, 3, 'softplus', 'tanh', 'sigmoid', 'softmax']
828	0.8333333253860473	[64, 3, 'sigmoid', 'softmax', 'softmax', 'sigmoid']
305	0.8333333214124043	[32, 5, 'sigmoid', 'softmax', 'sigmoid', 'softplus']
516	0.8333333214124043	[32, 7, 'sigmoid', 'sigmoid', 'softplus', 'sigmoid']
900	0.8166666785875957	[64, 3, 'tanh', 'sigmoid', 'softplus', 'sigmoid']
923	0.8166666785875957	[64, 3, 'tanh', 'softplus', 'tanh', 'softmax']
1747	0.8166666785875957	[128, 3, 'softmax', 'softplus', 'sigmoid', 'softmax']
2029	0.8166666785875957	[128, 5, 'softmax', 'tanh', 'softmax', 'softplus']
2031	0.8166666785875957	[128, 5, 'softmax', 'tanh', 'softmax', 'softmax']
297	0.8166666785875957	[32, 5, 'sigmoid', 'tanh', 'tanh', 'softplus']
943	0.8166666785875957	[64, 3, 'tanh', 'tanh', 'softmax', 'softmax']
1731	0.8166666785875957	[128, 3, 'softmax', 'sigmoid', 'sigmoid', 'softmax']
899	0.8166666785875957	[64, 3, 'tanh', 'sigmoid', 'sigmoid', 'softmax']
967	0.8166666785875957	[64, 3, 'softmax', 'sigmoid', 'softplus', 'softmax']
287	0.8166666785875957	[32, 5, 'sigmoid', 'softplus', 'softmax', 'softmax']
876	0.8166666785875957	[64, 3, 'softplus', 'tanh', 'softmax', 'sigmoid']
580	0.8166666785875957	[32, 7, 'softplus', 'sigmoid', 'softplus', 'sigmoid']
